cookie,time,interaction,conversion,conversion_value,channel
Cj0KCQjwrs2XBhDjARIsAHVymmTwPw--gI382AHGlD1BwCe_ryMZOIQ0DA6rhgK5H_ccHW4Dcv1t4VEaAvf9EALw_wcB,1660222972,ViewContent,0,0,google
Cj0KCQjwrs2XBhDjARIsAHVymmQl1yrXzTCQ-zDHHTg1-dUcRGuWwNkZs470ZIuvv1TVsOuBSdhfi7EaAhQlEALw_wcB,1660225567,ViewContent,0,0,google
CjwKCAjw0dKXBhBPEiwA2bmObWN0bhgIcug9zYyufmyE-1rgE-8UKueeOISeyKl2XNg6cOtafuo9KRoC8tcQAvD_BwE,1660227753,Purchase,1,552,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228213,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228359,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228401,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228426,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228443,AddToCart,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228514,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228534,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228561,AddToCart,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228574,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228616,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228638,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228679,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228767,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228804,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228843,ViewContent,0,0,google
EAIaIQobChMI4eDPoP---QIVP5VmAh34kwJqEAEYASAAEgJHI_D_BwE,1660228888,ViewContent,0,0,google
Cj0KCQjwrs2XBhDjARIsAHVymmTwPw--gI382AHGlD1BwCe_ryMZOIQ0DA6rhgK5H_ccHW4Dcv1t4VEaAvf9EALw_wcB,1660234105,ViewContent,0,0,google
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660268557,ViewContent,0,0,google
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660268571,ViewContent,0,0,google
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660268573,AddToCart,0,0,google
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660268654,ViewContent,0,0,google
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660268680,ViewContent,0,0,google
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660268683,AddToCart,0,0,google
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660268690,AddToCart,0,0,google
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660268853,ViewContent,0,0,google
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660268935,ViewContent,0,0,google
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660268938,AddToCart,0,0,google
CjwKCAjw0dKXBhBPEiwA2bmObcO8exP0X4MSUDr_YvPr37Ut53zcCWqT7lYqKmbbHKXdNYLcR9XVyBoC1N8QAvD_BwE,1660270973,Purchase,1,276,shopback
EAIaIQobChMIwtK1pM2_-QIVQTUrCh2XsQ4lEAAYASAFEgI5c_D_BwE,1660272262,Purchase,1,1432,google
CjwKCAjw0dKXBhBPEiwA2bmObbj8mH1QK_90QWDNU4dQ62_OJkUVYQNeZMyu8cqBqYodS4ijBdSzDRoCDBAQAvD_BwE,1660272775,MemberRegistration,0,0,google
CjwKCAjw0dKXBhBPEiwA2bmObbj8mH1QK_90QWDNU4dQ62_OJkUVYQNeZMyu8cqBqYodS4ijBdSzDRoCDBAQAvD_BwE,1660273170,ViewContent,0,0,google
CjwKCAjw0dKXBhBPEiwA2bmObbj8mH1QK_90QWDNU4dQ62_OJkUVYQNeZMyu8cqBqYodS4ijBdSzDRoCDBAQAvD_BwE,1660273183,ViewContent,0,0,google
CjwKCAjw0dKXBhBPEiwA2bmObbj8mH1QK_90QWDNU4dQ62_OJkUVYQNeZMyu8cqBqYodS4ijBdSzDRoCDBAQAvD_BwE,1660273220,AddToCart,0,0,google
CjwKCAjw0dKXBhBPEiwA2bmObbj8mH1QK_90QWDNU4dQ62_OJkUVYQNeZMyu8cqBqYodS4ijBdSzDRoCDBAQAvD_BwE,1660273431,ViewContent,0,0,google
CjwKCAjw0dKXBhBPEiwA2bmObcO8exP0X4MSUDr_YvPr37Ut53zcCWqT7lYqKmbbHKXdNYLcR9XVyBoC1N8QAvD_BwE,1660281793,ViewContent,0,0,shopback
CjwKCAjw0dKXBhBPEiwA2bmObcO8exP0X4MSUDr_YvPr37Ut53zcCWqT7lYqKmbbHKXdNYLcR9XVyBoC1N8QAvD_BwE,1660281814,ViewContent,0,0,shopback
CjwKCAjw0dKXBhBPEiwA2bmObcO8exP0X4MSUDr_YvPr37Ut53zcCWqT7lYqKmbbHKXdNYLcR9XVyBoC1N8QAvD_BwE,1660281884,ViewContent,0,0,shopback
EAIaIQobChMI69uWjJbA-QIVhJNmAh0YVAnUEAAYASAAEgI8BPD_BwE,1660287763,ViewContent,0,0,google
EAIaIQobChMI267skbXB-QIV1QkrCh1gbAgEEAAYASAAEgIhMfD_BwE,1660311521,ViewContent,0,0,google
EAIaIQobChMI267skbXB-QIV1QkrCh1gbAgEEAAYASAAEgIhMfD_BwE,1660311525,AddToCart,0,0,google
EAIaIQobChMIrJjn8_TC-QIVi5lmAh3sxQZVEAAYASAAEgKPA_D_BwE,1660362851,Purchase,1,1190,google
EAIaIQobChMIg7iN8vbC-QIVHJlmAh0Hwg6DEAAYASAAEgLkzfD_BwE,1660363223,Purchase,1,3480,undefined
CjwKCAjw0dKXBhBPEiwA2bmObTka6-2iCmRVMeptn5zXKovLY_4Y2nNjp4nUsV_V4ZM95stroJhm4xoCDOoQAvD_BwE,1660368235,Purchase,1,1017.6,undefined
Cj0KCQjwl92XBhC7ARIsAHLl9alYpHNkAXIxTfjXTvmyf79z_7namUWYh6SJiO-TnjUTvaOj8Ej-nwcaAvjFEALw_wcB,1660381145,MemberRegistration,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alYpHNkAXIxTfjXTvmyf79z_7namUWYh6SJiO-TnjUTvaOj8Ej-nwcaAvjFEALw_wcB,1660381146,MemberRegistration,0,0,google
CjwKCAjw9NeXBhAMEiwAbaY4lklRfQ1dzBSZvi3O8TrsAB7AxWcg2bmCRcMYpkipZq48H9yBp6YGXRoCJtkQAvD_BwE,1660381180,Purchase,1,690,google
Cj0KCQjwl92XBhC7ARIsAHLl9alYpHNkAXIxTfjXTvmyf79z_7namUWYh6SJiO-TnjUTvaOj8Ej-nwcaAvjFEALw_wcB,1660381205,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alYpHNkAXIxTfjXTvmyf79z_7namUWYh6SJiO-TnjUTvaOj8Ej-nwcaAvjFEALw_wcB,1660381217,AddToCart,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alYpHNkAXIxTfjXTvmyf79z_7namUWYh6SJiO-TnjUTvaOj8Ej-nwcaAvjFEALw_wcB,1660381982,Purchase,1,316.8,google
Cj0KCQjwl92XBhC7ARIsAHLl9alYpHNkAXIxTfjXTvmyf79z_7namUWYh6SJiO-TnjUTvaOj8Ej-nwcaAvjFEALw_wcB,1660382098,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alYpHNkAXIxTfjXTvmyf79z_7namUWYh6SJiO-TnjUTvaOj8Ej-nwcaAvjFEALw_wcB,1660382135,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alYpHNkAXIxTfjXTvmyf79z_7namUWYh6SJiO-TnjUTvaOj8Ej-nwcaAvjFEALw_wcB,1660382152,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alYpHNkAXIxTfjXTvmyf79z_7namUWYh6SJiO-TnjUTvaOj8Ej-nwcaAvjFEALw_wcB,1660382164,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alYpHNkAXIxTfjXTvmyf79z_7namUWYh6SJiO-TnjUTvaOj8Ej-nwcaAvjFEALw_wcB,1660382181,ViewContent,0,0,google
EAIaIQobChMI6JD29OTC-QIVwJFmAh1i3ggzEAAYASAAEgIYA_D_BwE,1660383485,Purchase,1,1170,google
Cj0KCQjwl92XBhC7ARIsAHLl9ak_qbnBvnfq9dH7eFGm7Imuz5gqUAayvKxypVzpA17tgN--UtkVP0kaAoB6EALw_wcB,1660387377,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9ak_qbnBvnfq9dH7eFGm7Imuz5gqUAayvKxypVzpA17tgN--UtkVP0kaAoB6EALw_wcB,1660387440,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9ak_qbnBvnfq9dH7eFGm7Imuz5gqUAayvKxypVzpA17tgN--UtkVP0kaAoB6EALw_wcB,1660387457,AddToCart,0,0,google
EAIaIQobChMIhMm3l8PD-QIVvZJmAh1lZA4QEAQYAiABEgIsJPD_BwE,1660388782,Purchase,1,801,google
Cj0KCQjwl92XBhC7ARIsAHLl9anbzt4cNbGWNaLvbCKccV2MueGCylatWLxhHDd-ZrSoWe8se9VaYhUaAnZeEALw_wcB,1660401221,Purchase,1,560,google
EAIaIQobChMI7eD3vsPD-QIVxZlmAh1bFQT9EAQYAiABEgL42PD_BwE,1660408025,Purchase,1,690,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409111,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409118,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409131,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409168,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409214,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409220,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409243,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409258,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409272,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409303,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409334,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409338,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409343,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409349,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409356,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409368,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409810,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alak_6w1VHyaw92Ju4LzHJwhgD0u282jeKzSnIYxi0iN2Z13ZVcz-0aAvU2EALw_wcB,1660409821,AddToCart,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alX4OfFt34jFHd1YNp_mInd07VQe-iVLsVfBL6GpOiFg_34J7xNQo8aAsqOEALw_wcB,1660439925,ViewContent,0,0,google
Cj0KCQjwl92XBhC7ARIsAHLl9alX4OfFt34jFHd1YNp_mInd07VQe-iVLsVfBL6GpOiFg_34J7xNQo8aAsqOEALw_wcB,1660439949,AddToCart,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660471865,Purchase,1,690,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660471994,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660472010,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660472055,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660472109,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660472114,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660472159,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660472170,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660472739,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660472762,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660472922,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660472983,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660473135,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660473249,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660473458,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660473602,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660473778,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660473838,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474281,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474320,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474465,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474467,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474593,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474596,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474600,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474604,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474606,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474740,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474770,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474774,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474785,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660474836,ViewContent,0,0,google
Cj0KCQjwuuKXBhCRARIsAC-gM0h2W2n0GBvt57vVoEdHrim8uXOMlIRUup1rzEkSNkveTROww5KjvNcaAhNWEALw_wcB,1660476162,MemberRegistration,0,0,google
Cj0KCQjwuuKXBhCRARIsAC-gM0g7GmrousTbeiJvZtsG5Gw_uGLOOr1cndLWzixxa-s9xlVFOGHbPuAaAvgjEALw_wcB,1660487120,ViewContent,0,0,shopback
Cj0KCQjwuuKXBhCRARIsAC-gM0g7GmrousTbeiJvZtsG5Gw_uGLOOr1cndLWzixxa-s9xlVFOGHbPuAaAvgjEALw_wcB,1660487180,ViewContent,0,0,shopback
Cj0KCQjwuuKXBhCRARIsAC-gM0g7GmrousTbeiJvZtsG5Gw_uGLOOr1cndLWzixxa-s9xlVFOGHbPuAaAvgjEALw_wcB,1660487185,AddToCart,0,0,shopback
Cj0KCQjwuuKXBhCRARIsAC-gM0g7GmrousTbeiJvZtsG5Gw_uGLOOr1cndLWzixxa-s9xlVFOGHbPuAaAvgjEALw_wcB,1660487285,Purchase,1,196,shopback
Cj0KCQjwuuKXBhCRARIsAC-gM0g7GmrousTbeiJvZtsG5Gw_uGLOOr1cndLWzixxa-s9xlVFOGHbPuAaAvgjEALw_wcB,1660487339,ViewContent,0,0,shopback
Cj0KCQjwuuKXBhCRARIsAC-gM0g7GmrousTbeiJvZtsG5Gw_uGLOOr1cndLWzixxa-s9xlVFOGHbPuAaAvgjEALw_wcB,1660487366,ViewContent,0,0,shopback
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660487901,ViewContent,0,0,google
EAIaIQobChMIjfKPyoTG-QIVZZlmAh0H-AuLEAAYASAAEgLflvD_BwE,1660489045,ViewContent,0,0,google
Cj0KCQjwuuKXBhCRARIsAC-gM0ioJYBcP6J9jc-ug6vzTdnICQIzQQ9S13aXPHZ5pbCHFpwDnGsJo7gaAr3MEALw_wcB,1660500948,MemberRegistration,0,0,google
Cj0KCQjwuuKXBhCRARIsAC-gM0ioJYBcP6J9jc-ug6vzTdnICQIzQQ9S13aXPHZ5pbCHFpwDnGsJo7gaAr3MEALw_wcB,1660539001,ViewContent,0,0,google
Cj0KCQjwuuKXBhCRARIsAC-gM0ioJYBcP6J9jc-ug6vzTdnICQIzQQ9S13aXPHZ5pbCHFpwDnGsJo7gaAr3MEALw_wcB,1660539006,AddToCart,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr_t4PcPzX9xgEIeAwNfSGn0xAOILAB4ncz9C90KWL2_0XifTwfqSy8aAmQPEALw_wcB,1660555286,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-eK0Lh2MoF6eJef0T0Lf-3l3LO3gZMMbQRG3MTrHsKtaZtxh-PETMaApMCEALw_wcB,1660560603,MemberRegistration,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-eK0Lh2MoF6eJef0T0Lf-3l3LO3gZMMbQRG3MTrHsKtaZtxh-PETMaApMCEALw_wcB,1660560649,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-eK0Lh2MoF6eJef0T0Lf-3l3LO3gZMMbQRG3MTrHsKtaZtxh-PETMaApMCEALw_wcB,1660560698,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-eK0Lh2MoF6eJef0T0Lf-3l3LO3gZMMbQRG3MTrHsKtaZtxh-PETMaApMCEALw_wcB,1660560707,AddToCart,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-eK0Lh2MoF6eJef0T0Lf-3l3LO3gZMMbQRG3MTrHsKtaZtxh-PETMaApMCEALw_wcB,1660560724,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-eK0Lh2MoF6eJef0T0Lf-3l3LO3gZMMbQRG3MTrHsKtaZtxh-PETMaApMCEALw_wcB,1660560733,AddToCart,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-eK0Lh2MoF6eJef0T0Lf-3l3LO3gZMMbQRG3MTrHsKtaZtxh-PETMaApMCEALw_wcB,1660560754,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-eK0Lh2MoF6eJef0T0Lf-3l3LO3gZMMbQRG3MTrHsKtaZtxh-PETMaApMCEALw_wcB,1660560803,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-RTXesP1rgqz2noFPQf9QG6-CbLqsLC8EP2ovxbap25yUOXH-zqGcaAppFEALw_wcB,1660573047,Purchase,1,654.4,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-RTXesP1rgqz2noFPQf9QG6-CbLqsLC8EP2ovxbap25yUOXH-zqGcaAppFEALw_wcB,1660573104,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-RTXesP1rgqz2noFPQf9QG6-CbLqsLC8EP2ovxbap25yUOXH-zqGcaAppFEALw_wcB,1660573147,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-0SH-0OgwgtrLkCP3zB-sKcjvG1c3GkA4QuCxF3t02fZRvag0FxdkaAk30EALw_wcB,1660573800,MemberRegistration,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-0SH-0OgwgtrLkCP3zB-sKcjvG1c3GkA4QuCxF3t02fZRvag0FxdkaAk30EALw_wcB,1660573834,MemberRegistration,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-0SH-0OgwgtrLkCP3zB-sKcjvG1c3GkA4QuCxF3t02fZRvag0FxdkaAk30EALw_wcB,1660574093,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-0SH-0OgwgtrLkCP3zB-sKcjvG1c3GkA4QuCxF3t02fZRvag0FxdkaAk30EALw_wcB,1660574571,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-0SH-0OgwgtrLkCP3zB-sKcjvG1c3GkA4QuCxF3t02fZRvag0FxdkaAk30EALw_wcB,1660574589,AddToCart,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-0SH-0OgwgtrLkCP3zB-sKcjvG1c3GkA4QuCxF3t02fZRvag0FxdkaAk30EALw_wcB,1660575087,ViewContent,0,0,google
Cj0KCQjw3eeXBhD7ARIsAHjssr-0SH-0OgwgtrLkCP3zB-sKcjvG1c3GkA4QuCxF3t02fZRvag0FxdkaAk30EALw_wcB,1660608065,Purchase,1,690,google
EAIaIQobChMI7cyQ95jK-QIVCplmAh390QF7EAAYASAAEgJzU_D_BwE,1660614681,MemberRegistration,0,0,google
EAIaIQobChMI7cyQ95jK-QIVCplmAh390QF7EAAYASAAEgJzU_D_BwE,1660614791,ViewContent,0,0,google
EAIaIQobChMI7cyQ95jK-QIVCplmAh390QF7EAAYASAAEgJzU_D_BwE,1660614795,ViewContent,0,0,google
EAIaIQobChMI7cyQ95jK-QIVCplmAh390QF7EAAYASAAEgJzU_D_BwE,1660614797,ViewContent,0,0,google
EAIaIQobChMI7cyQ95jK-QIVCplmAh390QF7EAAYASAAEgJzU_D_BwE,1660615014,ViewContent,0,0,google
EAIaIQobChMI7cyQ95jK-QIVCplmAh390QF7EAAYASAAEgJzU_D_BwE,1660615121,ViewContent,0,0,google
Cj0KCQjwgO2XBhCaARIsANrW2X2mWjvruKAwijV6HjxQYmVQm6fP2nXdE17rNb_y9QT7t_e4JDK8nLMaArJBEALw_wcB,1660656767,MemberRegistration,0,0,google
Cj0KCQjwgO2XBhCaARIsANrW2X2mWjvruKAwijV6HjxQYmVQm6fP2nXdE17rNb_y9QT7t_e4JDK8nLMaArJBEALw_wcB,1660656768,MemberRegistration,0,0,google
Cj0KCQjwgO2XBhCaARIsANrW2X1wvUeFAGlnRlpHeiTv_0Zw4ArUM7QHpdCINdV-vzMp-Pg_ThtZUGEaAvdpEALw_wcB,1660658095,Purchase,1,483,google
EAIaIQobChMIramAkPjM-QIVgUcrCh32DwAxEAAYASAAEgKuJPD_BwE,1660707679,ViewContent,0,0,google
EAIaIQobChMIramAkPjM-QIVgUcrCh32DwAxEAAYASAAEgKuJPD_BwE,1660707825,ViewContent,0,0,google
EAIaIQobChMIramAkPjM-QIVgUcrCh32DwAxEAAYASAAEgKuJPD_BwE,1660707925,ViewContent,0,0,google
