Date,Channel,Cost,Revenue
"Apr 21, 2022",G Shopping,749.802419,2256.9
"Apr 21, 2022",GDN Non-Smart Display,169.980669,0
"Apr 21, 2022",Facebook,0,808.2
"Apr 21, 2022",App Install,4621.182564,0
"Apr 20, 2022",GDN Non-Smart Display,173.189961,1336.2
"Apr 20, 2022",YouTube,1214.043259,0
"Apr 20, 2022",Discovery,465.347223,199.9
"Apr 20, 2022",Search,1120.801053,9559.6
"Apr 20, 2022",App Install,5098.909545,0
"Apr 20, 2022",Performance Max,520.891866,0
"Apr 20, 2022",Facebook,0,544.1
"Apr 20, 2022",G Shopping,757.47285,1802
"Apr 19, 2022",Search,1139.223909,15589.5
"Apr 19, 2022",YouTube,1226.064196,0
"Apr 19, 2022",Discovery,411.264511,119.7
"Apr 19, 2022",Facebook,0,639.5
"Apr 19, 2022",GDN Non-Smart Display,130.869042,59.8
"Apr 19, 2022",Performance Max,343.860337,0
"Apr 19, 2022",G Shopping,795.558174,1657.6
"Apr 19, 2022",App Install,4629.319399,0
"Apr 18, 2022",Search,1257.459635,8532.4
"Apr 18, 2022",Discovery,495.989673,244.8
"Apr 18, 2022",YouTube,870.108869,0
"Apr 18, 2022",GDN Non-Smart Display,196.873794,528.5
"Apr 18, 2022",G Shopping,726.229584,1433.1
"Apr 18, 2022",App Install,3869.732037,0
"Apr 18, 2022",Performance Max,361.4147,0
"Apr 18, 2022",Facebook,0,504
"Apr 17, 2022",Search,1434.000938,12622.8
"Apr 17, 2022",Discovery,408.293765,0
"Apr 17, 2022",YouTube,623.096635,0
"Apr 17, 2022",Facebook,0,709
"Apr 17, 2022",GDN Non-Smart Display,343.037706,699.2
"Apr 17, 2022",Performance Max,370.710546,0
"Apr 17, 2022",App Install,4454.261316,0
"Apr 17, 2022",G Shopping,763.795593,2312.2
"Apr 16, 2022",Performance Max,407.50988,0
"Apr 16, 2022",Facebook,0,734.3
"Apr 16, 2022",Search,1361.570324,8419.7
"Apr 16, 2022",GDN Non-Smart Display,589.756224,0
"Apr 16, 2022",Discovery,397.060449,389.3
"Apr 16, 2022",App Install,4454.331947,0
"Apr 16, 2022",YouTube,624.738282,0
"Apr 16, 2022",G Shopping,1061.210957,1152.9
"Apr 15, 2022",Search,1127.949382,9424.4
"Apr 15, 2022",GDN Non-Smart Display,565.60045,0
"Apr 15, 2022",Discovery,567.798242,399.6
"Apr 15, 2022",App Install,4507.521804,0
"Apr 15, 2022",G Shopping,869.19595,808.5
"Apr 15, 2022",YouTube,377.42741,0
"Apr 15, 2022",Performance Max,361.532468,0
"Apr 14, 2022",Performance Max,384.37285,0
"Apr 14, 2022",Search,1321.032353,11124.5
"Apr 14, 2022",Discovery,488.912295,0
"Apr 14, 2022",GDN Non-Smart Display,504.180866,0
"Apr 14, 2022",YouTube,382.720425,0
"Apr 14, 2022",G Shopping,574.862306,1322.5
"Apr 14, 2022",App Install,4454.609388,0
"Apr 13, 2022",Search,1242.958997,10117.7
"Apr 13, 2022",GDN Non-Smart Display,568.784578,249.5
"Apr 13, 2022",Performance Max,208.681101,0
"Apr 13, 2022",Discovery,670.821369,259.8
"Apr 13, 2022",YouTube,379.382653,0
"Apr 13, 2022",App Install,4598.941692,0
"Apr 13, 2022",Facebook,0,794
"Apr 13, 2022",G Shopping,658.3519,434
"Apr 12, 2022",Search,1448.168355,9439.3
"Apr 12, 2022",Discovery,566.504281,119.9
"Apr 12, 2022",GDN Non-Smart Display,508.50159,0
"Apr 12, 2022",YouTube,401.469561,0
"Apr 12, 2022",Facebook,0,539.5
"Apr 12, 2022",G Shopping,719.244316,704
"Apr 12, 2022",Performance Max,123.543851,0
"Apr 12, 2022",App Install,4131.115849,0
"Apr 11, 2022",Search,1478.921719,9627.1
"Apr 11, 2022",GDN Non-Smart Display,230.788444,0
"Apr 11, 2022",Discovery,146.91371,0
"Apr 11, 2022",Performance Max,103.506618,0
"Apr 11, 2022",YouTube,2.432193,0
"Apr 11, 2022",Facebook,0,139.8
"Apr 11, 2022",App Install,3697.731866,0
"Apr 11, 2022",G Shopping,646.68083,1238
"Apr 10, 2022",Search,1496.432546,15734.8
"Apr 10, 2022",Discovery,339.466744,0
"Apr 10, 2022",App Install,3661.695988,0
"Apr 10, 2022",GDN Non-Smart Display,148.639494,498.8
"Apr 10, 2022",Performance Max,112.662053,0
"Apr 10, 2022",Facebook,0,529.4
"Apr 10, 2022",G Shopping,815.855166,958.5
"Apr 9, 2022",Discovery,274.685981,0
"Apr 9, 2022",Search,1281.419108,12516.4
"Apr 9, 2022",GDN Non-Smart Display,131.152968,0
"Apr 9, 2022",YouTube,147.378277,0
"Apr 9, 2022",App Install,3875.171329,0
"Apr 9, 2022",Performance Max,114.253729,0
"Apr 9, 2022",G Shopping,624.804157,579.3
"Apr 9, 2022",Facebook,0,179.7
"Apr 8, 2022",Search,1160.230357,9419.8
"Apr 8, 2022",G Shopping,715.019624,359.3
"Apr 8, 2022",Performance Max,74.636649,159.8
"Apr 8, 2022",GDN Non-Smart Display,149.041588,0
"Apr 8, 2022",Facebook,0,249.7
"Apr 8, 2022",YouTube,154.157836,0
"Apr 8, 2022",App Install,3386.716332,0
"Apr 8, 2022",Discovery,151.782617,239.7
"Apr 7, 2022",Search,1244.275903,9654
"Apr 7, 2022",App Install,4164.333113,0
"Apr 7, 2022",Performance Max,88.493507,0
"Apr 7, 2022",GDN Non-Smart Display,156.790932,599.5
"Apr 7, 2022",Discovery,160.134417,968.2
"Apr 7, 2022",Facebook,0,494.4
"Apr 7, 2022",YouTube,153.496045,0
"Apr 7, 2022",G Shopping,673.819468,1637.9
"Apr 6, 2022",Search,950.72423,9385.6
"Apr 6, 2022",Performance Max,100.653306,0
"Apr 6, 2022",App Install,5432.447117,0
"Apr 6, 2022",G Shopping,873.208424,1618.3
"Apr 6, 2022",Facebook,0,229.4
"Apr 6, 2022",GDN Non-Smart Display,158.496542,379.6
"Apr 6, 2022",Discovery,216.580977,259.8
"Apr 6, 2022",YouTube,153.843523,0
"Apr 5, 2022",Discovery,218.095202,119.9
"Apr 5, 2022",Facebook,0,639.4
"Apr 5, 2022",GDN Non-Smart Display,169.951144,0
"Apr 5, 2022",Search,1038.449033,15420.7
"Apr 5, 2022",G Shopping,828.326212,971
"Apr 5, 2022",YouTube,341.191348,0
"Apr 5, 2022",Performance Max,116.932267,289.7
"Apr 5, 2022",App Install,2677.245666,0
"Apr 4, 2022",Search,1123.246383,10376
"Apr 4, 2022",YouTube,341.238569,0
"Apr 4, 2022",Discovery,223.564916,0
"Apr 4, 2022",Facebook,0,419.2
"Apr 4, 2022",GDN Non-Smart Display,130.775899,0
"Apr 4, 2022",Performance Max,37.96078,0
"Apr 4, 2022",G Shopping,897.484353,1413.2
"Apr 4, 2022",App Install,2544.803872,0
"Apr 3, 2022",Search,1273.224686,10111.6
"Apr 3, 2022",YouTube,661.658579,0
"Apr 3, 2022",GDN Non-Smart Display,298.086653,159.8
"Apr 3, 2022",Discovery,324.286657,0
"Apr 3, 2022",Performance Max,115.205354,0
"Apr 3, 2022",Facebook,0,389.4
"Apr 3, 2022",G Shopping,779.001953,1121.1
"Apr 3, 2022",App Install,3550.366081,0
"Apr 2, 2022",Search,1201.053176,5745.4
"Apr 2, 2022",GDN Non-Smart Display,282.595652,159.8
"Apr 2, 2022",Facebook,0,499.2
"Apr 2, 2022",YouTube,661.694279,0
"Apr 2, 2022",Performance Max,1.774874,0
"Apr 2, 2022",Discovery,293.655982,509.5
"Apr 2, 2022",G Shopping,625.211236,1604.2
"Apr 2, 2022",App Install,3485.773203,0
"Apr 1, 2022",Search,1368.840383,8374.3
"Apr 1, 2022",G Shopping,147.291479,1138.9
"Apr 1, 2022",YouTube,663.099012,0
"Apr 1, 2022",GDN Non-Smart Display,320.569934,199.9
"Apr 1, 2022",Discovery,350.3973,0
"Apr 1, 2022",Facebook,0,669.1
"Apr 1, 2022",App Install,3599.754481,0
"Mar 31, 2022",Discovery,345.257656,589.4
"Mar 31, 2022",Search,1440.510185,10021.6
"Mar 31, 2022",YouTube,712.748669,0
"Mar 31, 2022",GDN Non-Smart Display,218.477743,1058.9
"Mar 31, 2022",Performance Max,176.928436,0
"Mar 31, 2022",Facebook,0,119.8
"Mar 31, 2022",G Shopping,90.34254,409
"Mar 31, 2022",App Install,5445.430556,0
"Mar 30, 2022",YouTube,641.468066,0
"Mar 30, 2022",Search,1616.409659,6620.3
"Mar 30, 2022",Discovery,376.955263,109.8
"Mar 30, 2022",GDN Non-Smart Display,289.265812,279.4
"Mar 30, 2022",Performance Max,101.648659,0
"Mar 30, 2022",G Shopping,92.080032,1121.8
"Mar 30, 2022",Facebook,0,943.8
"Mar 30, 2022",App Install,3809.682202,0
"Mar 29, 2022",Search,1779.231549,8830.5
"Mar 29, 2022",Facebook,0,1367.6
"Mar 29, 2022",Discovery,323.201878,319.5
"Mar 29, 2022",G Shopping,109.284175,518.7
"Mar 29, 2022",GDN Non-Smart Display,322.248264,584.2
"Mar 29, 2022",YouTube,637.563367,0
"Mar 29, 2022",Performance Max,90.239192,0
"Mar 29, 2022",App Install,3780.44913,0
"Mar 28, 2022",Search,1910.694075,7061.9
"Mar 28, 2022",GDN Non-Smart Display,326.749656,0
"Mar 28, 2022",Discovery,171.990997,239.6
"Mar 28, 2022",YouTube,484.097085,0
"Mar 28, 2022",Facebook,0,1752.3
"Mar 28, 2022",Performance Max,123.640528,0
"Mar 28, 2022",G Shopping,111.662469,669.3
"Mar 28, 2022",App Install,3757.175673,0
"Mar 27, 2022",Search,1996.403442,9579.9
"Mar 27, 2022",Discovery,280.227744,0
"Mar 27, 2022",YouTube,482.287687,0
"Mar 27, 2022",GDN Non-Smart Display,331.51049,0
"Mar 27, 2022",Facebook,0,24.9
"Mar 27, 2022",App Install,3748.932356,0
"Mar 27, 2022",Performance Max,137.761674,0
"Mar 27, 2022",G Shopping,88.821116,808.4
"Mar 26, 2022",Search,1849.604434,9545.6
"Mar 26, 2022",GDN Non-Smart Display,232.037086,0
"Mar 26, 2022",YouTube,480.872053,0
"Mar 26, 2022",Discovery,270.759818,614.3
"Mar 26, 2022",Facebook,0,159.8
"Mar 26, 2022",App Install,3735.114522,0
"Mar 26, 2022",Performance Max,157.98598,0
"Mar 26, 2022",G Shopping,101.721655,528.6
"Mar 25, 2022",Search,1776.758625,9814
"Mar 25, 2022",GDN Non-Smart Display,333.252286,0
"Mar 25, 2022",Discovery,641.801448,282.1
"Mar 25, 2022",Performance Max,82.897259,0
"Mar 25, 2022",YouTube,390.088069,0
"Mar 25, 2022",G Shopping,74.567368,708.8
"Mar 25, 2022",Facebook,0,159.8
"Mar 25, 2022",App Install,3714.701154,0
"Mar 24, 2022",Search,1874.64,10808.6
"Mar 24, 2022",YouTube,391.003422,434.3
"Mar 24, 2022",App Install,3789.874425,0
"Mar 24, 2022",Discovery,845.458933,285.2
"Mar 24, 2022",GDN Non-Smart Display,490.010348,24.9
"Mar 24, 2022",Performance Max,66.745891,0
"Mar 24, 2022",Facebook,0,389.6
"Mar 24, 2022",G Shopping,107.262646,1588
"Mar 23, 2022",Search,1814.96,9431.4
"Mar 23, 2022",YouTube,221.526945,0
"Mar 23, 2022",Discovery,1131.058083,0
"Mar 23, 2022",Facebook,0,1997
"Mar 23, 2022",GDN Non-Smart Display,252.860981,0
"Mar 23, 2022",Performance Max,175.559464,0
"Mar 23, 2022",G Shopping,102.884009,1318.7
"Mar 23, 2022",App Install,3663.570507,0
"Mar 22, 2022",Search,1397.3,7794.2
"Mar 22, 2022",Performance Max,0.497995,0
"Mar 22, 2022",Discovery,1419.677983,0
"Mar 22, 2022",App Install,3928.70852,0
"Mar 22, 2022",G Shopping,91.512366,625
"Mar 22, 2022",GDN Non-Smart Display,188.763827,629.6
"Mar 22, 2022",YouTube,139.173535,0
"Mar 22, 2022",Facebook,0,956.3
"Mar 21, 2022",GDN Non-Smart Display,238.702354,0
"Mar 21, 2022",Search,1369.844281,9032.9
"Mar 21, 2022",Discovery,1236.244057,1258.3
"Mar 21, 2022",Facebook,0,664.4
"Mar 21, 2022",App Install,3567.794048,0
"Mar 21, 2022",G Shopping,98.760701,0
"Mar 21, 2022",YouTube,70.633998,0
"Mar 20, 2022",Search,460.547949,5520.8
"Mar 20, 2022",YouTube,711.129386,194.5
"Mar 20, 2022",Discovery,790.000562,0
"Mar 20, 2022",Facebook,0,639.4
"Mar 20, 2022",G Shopping,1531.40472,1311
"Mar 20, 2022",GDN Non-Smart Display,318.542164,0
"Mar 20, 2022",App Install,3690.937645,0
"Mar 19, 2022",Discovery,708.562863,0
"Mar 19, 2022",Search,451.66,5281.2
"Mar 19, 2022",YouTube,807.684701,0
"Mar 19, 2022",App Install,3678.256346,0
"Mar 19, 2022",G Shopping,1440.310355,1702.6
"Mar 19, 2022",Facebook,0,99.6
"Mar 19, 2022",GDN Non-Smart Display,400.873999,0
"Mar 18, 2022",Search,419.61,5041.4
"Mar 18, 2022",Facebook,0,1128.5
"Mar 18, 2022",GDN Non-Smart Display,487.937328,0
"Mar 18, 2022",Discovery,800.318704,99.8
"Mar 18, 2022",YouTube,610.802695,0
"Mar 18, 2022",G Shopping,1083.952626,2435.4
"Mar 18, 2022",App Install,4627.332921,0
"Mar 17, 2022",Search,412.93,4346.7
"Mar 17, 2022",YouTube,981.747874,0
"Mar 17, 2022",Discovery,439.572059,149.9
"Mar 17, 2022",Facebook,0,179.5
"Mar 17, 2022",App Install,4842.551033,0
"Mar 17, 2022",GDN Non-Smart Display,100.763535,0
"Mar 17, 2022",G Shopping,789.177943,3199.8
"Mar 16, 2022",YouTube,965.231744,0
"Mar 16, 2022",Discovery,275.154659,0
"Mar 16, 2022",Search,415.067034,9520.6
"Mar 16, 2022",GDN Non-Smart Display,0.579042,199.7
"Mar 16, 2022",G Shopping,1363.233026,149.7
"Mar 16, 2022",Facebook,0,159.7
"Mar 16, 2022",App Install,4958.742021,0
"Mar 15, 2022",YouTube,871.101622,0
"Mar 15, 2022",Search,508.146939,5420.3
"Mar 15, 2022",Discovery,243.851583,0
"Mar 15, 2022",App Install,4488.569555,0
"Mar 15, 2022",Facebook,0,729.3
"Mar 15, 2022",G Shopping,1550.569168,2544.9
"Mar 15, 2022",GDN Non-Smart Display,0,689.5
"Mar 14, 2022",YouTube,869.325711,0
"Mar 14, 2022",Facebook,0,868.2
"Mar 14, 2022",GDN Non-Smart Display,0,99.8
"Mar 14, 2022",Search,504.814539,2671.1
"Mar 14, 2022",G Shopping,1393.564879,2261.1
"Mar 14, 2022",Discovery,202.71106,299.4
"Mar 14, 2022",App Install,3412.939684,0
"Mar 13, 2022",Discovery,653.026561,319.6
"Mar 13, 2022",Search,521.666088,1734.6
"Mar 13, 2022",YouTube,749.651829,0
"Mar 13, 2022",Facebook,0,534.3
"Mar 13, 2022",GDN Non-Smart Display,177.047188,0
"Mar 13, 2022",G Shopping,1492.858009,2360.6
"Mar 13, 2022",App Install,4053.866466,0
"Mar 12, 2022",Discovery,537.704775,164.7
"Mar 12, 2022",Search,489.111178,2611.8
"Mar 12, 2022",YouTube,388.436996,0
"Mar 12, 2022",Facebook,0,728.5
"Mar 12, 2022",App Install,6255.678829,0
"Mar 12, 2022",GDN Non-Smart Display,120.096022,0
"Mar 12, 2022",G Shopping,1330.833274,1836.2
"Mar 11, 2022",Search,477.33,1812.2
"Mar 11, 2022",YouTube,387.556016,0
"Mar 11, 2022",GDN Non-Smart Display,180.517377,599
"Mar 11, 2022",Discovery,832.366289,0
"Mar 11, 2022",Facebook,0,139.7
"Mar 11, 2022",G Shopping,1487.840603,1253.3
"Mar 11, 2022",App Install,3876.089141,0
"Mar 10, 2022",YouTube,1075.753759,0
"Mar 10, 2022",Search,473.259131,3289.2
"Mar 10, 2022",Discovery,678.416778,79.8
"Mar 10, 2022",Facebook,0,533.6
"Mar 10, 2022",GDN Non-Smart Display,139.86769,209.8
"Mar 10, 2022",App Install,4715.408235,0
"Mar 10, 2022",G Shopping,1374.534219,1263
"Mar 9, 2022",Search,410.886705,2411.1
"Mar 9, 2022",YouTube,1173.286239,0
"Mar 9, 2022",Facebook,0,1098.6
"Mar 9, 2022",Discovery,650.944573,484.1
"Mar 9, 2022",App Install,1534.699111,0
"Mar 9, 2022",GDN Non-Smart Display,218.592664,0
"Mar 9, 2022",G Shopping,1237.438298,1091.2
"Mar 8, 2022",YouTube,807.123897,0
"Mar 8, 2022",Search,315.512316,2775
"Mar 8, 2022",Facebook,0,1008.5
"Mar 8, 2022",Discovery,782.850147,988.6
"Mar 8, 2022",G Shopping,1382.203894,349.6
"Mar 8, 2022",App Install,1147.242357,0
"Mar 8, 2022",GDN Non-Smart Display,148.178208,279.3
"Mar 7, 2022",GDN Non-Smart Display,162.530973,0
"Mar 7, 2022",YouTube,574.359906,0
"Mar 7, 2022",Discovery,822.716962,1013.6
"Mar 7, 2022",Search,422.57,3219.8
"Mar 7, 2022",Facebook,0,764
"Mar 7, 2022",G Shopping,1147.35047,1427.8
"Mar 7, 2022",App Install,1118.840059,0
"Mar 6, 2022",Discovery,554.842596,274.7
"Mar 6, 2022",YouTube,676.191607,339.5
"Mar 6, 2022",Search,447.885259,3558.9
"Mar 6, 2022",GDN Non-Smart Display,209.540439,0
"Mar 6, 2022",App Install,1885.239871,0
"Mar 6, 2022",Facebook,0,474.4
"Mar 6, 2022",Performance Max,84.435604,0
"Mar 6, 2022",G Shopping,1437.610455,659.1
"Mar 5, 2022",Discovery,457.954672,0
"Mar 5, 2022",Search,467.537347,1038.3
"Mar 5, 2022",YouTube,666.983646,144.8
"Mar 5, 2022",GDN Non-Smart Display,72.573339,0
"Mar 5, 2022",Facebook,0,229.8
"Mar 5, 2022",G Shopping,1225.76895,1747.3
"Mar 5, 2022",App Install,1049.760215,0
"Mar 5, 2022",Performance Max,105.072369,0
"Mar 4, 2022",Performance Max,48.318068,0
"Mar 4, 2022",Search,468.929093,9089.7
"Mar 4, 2022",YouTube,473.686913,0
"Mar 4, 2022",Facebook,0,624.2
"Mar 4, 2022",Discovery,569.509702,0
"Mar 4, 2022",App Install,903.098406,0
"Mar 4, 2022",G Shopping,1214.380117,1188.2
"Mar 3, 2022",Discovery,488.89919,139.7
"Mar 3, 2022",Search,448.946452,15631
"Mar 3, 2022",YouTube,261.424554,0
"Mar 3, 2022",Facebook,0,1608.5
"Mar 3, 2022",Performance Max,60.711977,0
"Mar 3, 2022",GDN Non-Smart Display,144.345972,883.9
"Mar 3, 2022",App Install,752.842344,0
"Mar 3, 2022",G Shopping,1388.562149,793.4
"Mar 2, 2022",YouTube,227.90742,0
"Mar 2, 2022",Facebook,0,1588.1
"Mar 2, 2022",Search,389.46,13238.4
"Mar 2, 2022",App Install,1141.928739,0
"Mar 2, 2022",Discovery,551.846775,429.2
"Mar 2, 2022",Performance Max,60.616448,0
"Mar 2, 2022",GDN Non-Smart Display,197.612504,0
"Mar 2, 2022",G Shopping,1456.74768,778.3
"Mar 1, 2022",Search,541.37,10872.6
"Mar 1, 2022",Facebook,0,459.2
"Mar 1, 2022",App Install,1147.511357,0
"Mar 1, 2022",YouTube,496.0321,0
"Mar 1, 2022",Discovery,528.859424,586.3
"Mar 1, 2022",GDN Non-Smart Display,106.31758,743.8
"Mar 1, 2022",G Shopping,1129.412856,1038.8
"Mar 1, 2022",Performance Max,70.319258,299.4
"Feb 28, 2022",Discovery,604.570868,1063.7
"Feb 28, 2022",Search,821.91,10922.2
"Feb 28, 2022",GDN Non-Smart Display,291.665642,0
"Feb 28, 2022",App Install,8113.712277,0
"Feb 28, 2022",Facebook,0,284.5
"Feb 28, 2022",YouTube,1373.637901,159.8
"Feb 28, 2022",Performance Max,94.615239,0
"Feb 28, 2022",G Shopping,1301.072187,1341.9
"Feb 27, 2022",Search,1021.72,15089.7
"Feb 27, 2022",GDN Non-Smart Display,822.088305,0
"Feb 27, 2022",App Install,8079.83886,0
"Feb 27, 2022",Discovery,1081.129007,214
"Feb 27, 2022",YouTube,2099.672675,0
"Feb 27, 2022",Facebook,0,1967.2
"Feb 27, 2022",Performance Max,103.992874,0
"Feb 27, 2022",G Shopping,1309.371754,1392.2
"Feb 26, 2022",YouTube,2147.486667,0
"Feb 26, 2022",Discovery,1800.893439,0
"Feb 26, 2022",Facebook,0,2666.2
"Feb 26, 2022",GDN Non-Smart Display,988.645317,149.9
"Feb 26, 2022",Performance Max,104.01879,0
"Feb 26, 2022",Search,1123.623284,10170.1
"Feb 26, 2022",App Install,8080.84132,0
"Feb 26, 2022",G Shopping,1461.557945,1028
"Feb 25, 2022",Search,1101.207462,8151.1
"Feb 25, 2022",Discovery,1942.27417,259.8
"Feb 25, 2022",YouTube,1594.759542,79.9
"Feb 25, 2022",GDN Non-Smart Display,1310.827628,179.7
"Feb 25, 2022",Facebook,0,1628.1
"Feb 25, 2022",App Install,8311.125713,0
"Feb 25, 2022",G Shopping,1257.75988,4304
"Feb 25, 2022",Performance Max,33.67088,0
"Feb 24, 2022",Discovery,1910.626388,229.1
"Feb 24, 2022",Search,1010.481678,8920.1
"Feb 24, 2022",YouTube,2008.267953,0
"Feb 24, 2022",G Shopping,1260.687353,1517.4
"Feb 24, 2022",Facebook,0,907.6
"Feb 24, 2022",GDN Non-Smart Display,739.795154,0
"Feb 24, 2022",App Install,7736.10775,0
"Feb 24, 2022",Performance Max,2.166917,0
"Feb 23, 2022",YouTube,1882.481286,299.6
"Feb 23, 2022",Discovery,1552.098782,239.7
"Feb 23, 2022",G Shopping,582.766804,1058.3
"Feb 23, 2022",Search,937.91,11040
"Feb 23, 2022",Facebook,0,1623.3
"Feb 23, 2022",GDN Non-Smart Display,742.194163,0
"Feb 23, 2022",App Install,8234.017008,0
"Feb 22, 2022",Facebook,0,294.3
"Feb 22, 2022",Search,954.31,10011.6
"Feb 22, 2022",Discovery,2026.810611,0
"Feb 22, 2022",YouTube,1370.045839,0
"Feb 22, 2022",GDN Non-Smart Display,709.019124,159.8
"Feb 22, 2022",App Install,7943.181826,0
"Feb 22, 2022",G Shopping,974.244937,803.8
"Feb 21, 2022",G Shopping,822.137348,2027.5
"Feb 21, 2022",Search,1401.14,3648.1
"Feb 21, 2022",YouTube,1365.862019,0
"Feb 21, 2022",Discovery,2671.740443,339.3
"Feb 21, 2022",Facebook,0,469.3
"Feb 21, 2022",App Install,7079.292308,0
"Feb 21, 2022",GDN Non-Smart Display,618.51677,0
"Feb 20, 2022",YouTube,2201.45702,0
"Feb 20, 2022",Search,1824.23,13090.8
"Feb 20, 2022",G Shopping,835.393391,2270.4
"Feb 20, 2022",Discovery,1364.985743,0
"Feb 20, 2022",Facebook,0,958.9
"Feb 20, 2022",GDN Non-Smart Display,216.206457,0
"Feb 20, 2022",Performance Max,89.115016,0
"Feb 20, 2022",App Install,7724.238101,0
"Feb 19, 2022",Search,1712.054652,19506.2
"Feb 19, 2022",YouTube,1940.132505,324.2
"Feb 19, 2022",Discovery,523.171653,0
"Feb 19, 2022",Facebook,0,569.1
"Feb 19, 2022",App Install,7894.237739,0
"Feb 19, 2022",GDN Non-Smart Display,144.650331,0
"Feb 19, 2022",G Shopping,741.283947,1741.7
"Feb 19, 2022",Performance Max,118.824351,0
"Feb 18, 2022",Performance Max,57.519661,0
"Feb 18, 2022",Search,1819.561386,16516.4
"Feb 18, 2022",Discovery,346.058713,0
"Feb 18, 2022",YouTube,1751.039655,329.7
"Feb 18, 2022",Facebook,0,633.8
"Feb 18, 2022",GDN Non-Smart Display,144.867391,0
"Feb 18, 2022",App Install,8042.237245,0
"Feb 18, 2022",G Shopping,777.160914,1069.7
"Feb 17, 2022",Search,1820.718682,8346
"Feb 17, 2022",Facebook,0,1477.9
"Feb 17, 2022",G Shopping,793.152915,618.7
"Feb 17, 2022",YouTube,1633.269849,259.8
"Feb 17, 2022",Discovery,358.349567,488.3
"Feb 17, 2022",App Install,7843.032893,0
"Feb 17, 2022",GDN Non-Smart Display,8.094092,0
"Feb 17, 2022",Performance Max,68.750344,0
"Feb 16, 2022",App Install,8054.503872,0
"Feb 16, 2022",Search,1852.082253,11716.1
"Feb 16, 2022",Facebook,0,713.7
"Feb 16, 2022",YouTube,1232.185309,0
"Feb 16, 2022",Discovery,157.011724,194.6
"Feb 16, 2022",Performance Max,49.252423,0
"Feb 16, 2022",G Shopping,1012.724746,289.5
"Feb 15, 2022",App Install,8184.589858,0
"Feb 15, 2022",Search,1693.645031,8544.2
"Feb 15, 2022",Facebook,0,424.5
"Feb 15, 2022",YouTube,1020.968154,0
"Feb 15, 2022",G Shopping,804.098608,978.5
"Feb 15, 2022",Discovery,312.044827,0
"Feb 15, 2022",Performance Max,71.294686,0
"Feb 14, 2022",Search,1642.61796,16972.1
"Feb 14, 2022",YouTube,954.84985,0
"Feb 14, 2022",Facebook,0,703.7
"Feb 14, 2022",G Shopping,715.380919,599.4
"Feb 14, 2022",Performance Max,37.528612,0
"Feb 14, 2022",Discovery,4.027069,0
"Feb 14, 2022",App Install,7390.657728,0
"Feb 13, 2022",G Shopping,905.369684,639.2
"Feb 13, 2022",Discovery,868.600994,0
"Feb 13, 2022",Search,1358.071462,10507
"Feb 13, 2022",Facebook,0,489
"Feb 13, 2022",YouTube,956.03303,0
"Feb 13, 2022",Performance Max,31.737479,0
"Feb 13, 2022",App Install,7733.520094,0
"Feb 12, 2022",Search,1106.359395,8532.4
"Feb 12, 2022",GDN Non-Smart Display,0,179.7
"Feb 12, 2022",App Install,7758.763159,0
"Feb 12, 2022",Discovery,976.73895,509.6
"Feb 12, 2022",Performance Max,36.533682,0
"Feb 12, 2022",YouTube,954.126824,0
"Feb 12, 2022",Facebook,0,159.8
"Feb 12, 2022",G Shopping,799.97533,1538.2
"Feb 11, 2022",Search,1004.44656,9169.6
"Feb 11, 2022",Discovery,830.407387,0
"Feb 11, 2022",G Shopping,831.268442,1257
"Feb 11, 2022",Facebook,0,942.4
"Feb 11, 2022",YouTube,406.628345,79.8
"Feb 11, 2022",Performance Max,319.508844,0
"Feb 11, 2022",App Install,7637.150179,0
"Feb 10, 2022",YouTube,384.887917,0
"Feb 10, 2022",Search,1004.204693,8325.6
"Feb 10, 2022",Facebook,0,751.8
"Feb 10, 2022",Performance Max,589.096178,154.5
"Feb 10, 2022",Discovery,805.555014,0
"Feb 10, 2022",G Shopping,830.950616,3558.8
"Feb 10, 2022",App Install,7647.203454,0
"Feb 9, 2022",Search,905.734087,8952.7
"Feb 9, 2022",GDN Non-Smart Display,0,384.6
"Feb 9, 2022",Facebook,0,878.8
"Feb 9, 2022",Performance Max,660.514501,0
"Feb 9, 2022",Discovery,1170.326429,179.7
"Feb 9, 2022",YouTube,384.272397,0
"Feb 9, 2022",App Install,7820.481323,0
"Feb 9, 2022",G Shopping,874.223117,1687
"Feb 8, 2022",Discovery,1941.064151,319.4
"Feb 8, 2022",Search,895.657233,9594.9
"Feb 8, 2022",G Shopping,747.246656,832.8
"Feb 8, 2022",Facebook,0,459.1
"Feb 8, 2022",GDN Non-Smart Display,0,174.5
"Feb 8, 2022",App Install,7700.230637,0
"Feb 8, 2022",YouTube,66.985565,0
"Feb 8, 2022",Performance Max,764.997511,0
"Feb 7, 2022",App Install,8044.411655,0
"Feb 7, 2022",Facebook,0,339.4
"Feb 7, 2022",Search,1216.304211,6542.2
"Feb 7, 2022",Discovery,1407.840666,179.5
"Feb 7, 2022",GDN Non-Smart Display,0,239.7
"Feb 7, 2022",Performance Max,539.236863,0
"Feb 7, 2022",G Shopping,849.765172,3191.2
"Feb 6, 2022",Search,1255.392203,8404.9
"Feb 6, 2022",YouTube,183.434699,99.9
"Feb 6, 2022",Discovery,2274.288339,69.8
"Feb 6, 2022",Facebook,0,559.2
"Feb 6, 2022",GDN Non-Smart Display,32.323904,79.9
