Date,Channel,Cost,Revenue
"Jul 11, 2022",Search,1364.92694,2471.7
"Jul 11, 2022",Discovery,962.314335,519.3
"Jul 11, 2022",Performance Max,68.70158,0
"Jul 11, 2022",GDN Non-Smart Display,219.771397,239.6
"Jul 11, 2022",App Install,4094.48408,0
"Jul 11, 2022",Facebook,0,509.4
"Jul 11, 2022",G Shopping,858.775779,1387.2
"Jul 10, 2022",Search,1402.598711,99.8
"Jul 10, 2022",Discovery,941.042948,59.8
"Jul 10, 2022",Performance Max,133.973421,0
"Jul 10, 2022",GDN Non-Smart Display,254.382171,0
"Jul 10, 2022",App Install,4096.518319,0
"Jul 10, 2022",Facebook,0,639
"Jul 10, 2022",G Shopping,788.328227,1876.8
"Jul 9, 2022",Search,1316.492606,1977.1
"Jul 9, 2022",Discovery,933.406482,949.3
"Jul 9, 2022",GDN Non-Smart Display,256.479574,0
"Jul 9, 2022",App Install,4131.478274,0
"Jul 9, 2022",G Shopping,776.344077,1138.1
"Jul 9, 2022",Performance Max,47.63143,0
"Jul 9, 2022",Facebook,0,359.7
"Jul 8, 2022",Discovery,1273.315818,958.5
"Jul 8, 2022",G Shopping,805.821848,239.7
"Jul 8, 2022",Search,1152.0357,2705.6
"Jul 8, 2022",GDN Non-Smart Display,305.112166,0
"Jul 8, 2022",Facebook,0,1831.8
"Jul 8, 2022",Performance Max,71.395492,0
"Jul 8, 2022",App Install,4196.699841,0
"Jul 7, 2022",Discovery,1157.189247,0
"Jul 7, 2022",Search,1072.943688,3615.5
"Jul 7, 2022",GDN Non-Smart Display,438.400079,0
"Jul 7, 2022",App Install,3974.497827,0
"Jul 7, 2022",G Shopping,641.354459,888.6
"Jul 7, 2022",Facebook,0,199.7
"Jul 7, 2022",Performance Max,41.930236,0
"Jul 6, 2022",Discovery,909.370929,279.8
"Jul 6, 2022",GDN Non-Smart Display,431.35177,0
"Jul 6, 2022",Search,1106.685625,2051.1
"Jul 6, 2022",Facebook,0,576.9
"Jul 6, 2022",Performance Max,54.929049,0
"Jul 6, 2022",G Shopping,618.684182,708.5
"Jul 6, 2022",App Install,4168.33918,0
"Jul 5, 2022",GDN Non-Smart Display,317.857518,324.4
"Jul 5, 2022",Discovery,821.939034,514.2
"Jul 5, 2022",Search,1131.108458,4347.3
"Jul 5, 2022",Facebook,0,214.4
"Jul 5, 2022",App Install,4428.978072,0
"Jul 5, 2022",Performance Max,102.637818,0
"Jul 5, 2022",G Shopping,745.056925,559.2
"Jul 4, 2022",Search,1242.73413,1472.5
"Jul 4, 2022",Discovery,912.910089,59.9
"Jul 4, 2022",GDN Non-Smart Display,382.657412,0
"Jul 4, 2022",App Install,3897.782017,0
"Jul 4, 2022",Facebook,0,1133.2
"Jul 4, 2022",Performance Max,125.538853,0
"Jul 4, 2022",G Shopping,537.77024,1422.6
"Jul 3, 2022",Discovery,1167.9559,0
"Jul 3, 2022",Search,1462.949707,1208.5
"Jul 3, 2022",GDN Non-Smart Display,517.740366,199.7
"Jul 3, 2022",G Shopping,712.033434,549.4
"Jul 3, 2022",App Install,3918.300767,0
"Jul 3, 2022",YouTube,1713.384409,19.6
"Jul 3, 2022",Facebook,0,528.9
"Jul 3, 2022",Performance Max,24.500469,0
"Jul 2, 2022",YouTube,1709.823424,0
"Jul 2, 2022",Discovery,1057.806347,0
"Jul 2, 2022",Search,1256.184435,1532.4
"Jul 2, 2022",GDN Non-Smart Display,676.506045,309.6
"Jul 2, 2022",G Shopping,711.489354,2057
"Jul 2, 2022",App Install,4012.431007,0
"Jul 2, 2022",Performance Max,76.194335,0
"Jul 1, 2022",Discovery,1640.137049,419.3
"Jul 1, 2022",GDN Non-Smart Display,375.454742,0
"Jul 1, 2022",Facebook,0,754
"Jul 1, 2022",Search,1168.051767,1548
"Jul 1, 2022",Performance Max,46.429113,0
"Jul 1, 2022",YouTube,1738.674594,0
"Jul 1, 2022",G Shopping,1464.335389,469.4
"Jul 1, 2022",App Install,4155.744517,0
"Jun 30, 2022",GDN Non-Smart Display,197.541713,139.8
"Jun 30, 2022",Discovery,2406.644446,179.7
"Jun 30, 2022",Search,991.614738,8455.1
"Jun 30, 2022",Performance Max,194.343492,0
"Jun 30, 2022",G Shopping,4479.57508,1862.4
"Jun 30, 2022",App Install,5025.113776,0
"Jun 30, 2022",YouTube,2369.740303,0
"Jun 30, 2022",Facebook,0,509.3
"Jun 29, 2022",Search,1023.238175,1762
"Jun 29, 2022",GDN Non-Smart Display,148.780687,0
"Jun 29, 2022",G Shopping,2518.766037,2799.9
"Jun 29, 2022",YouTube,2365.545635,0
"Jun 29, 2022",Discovery,2554.839421,244.8
"Jun 29, 2022",App Install,5072.182737,0
"Jun 29, 2022",Performance Max,120.626741,0
"Jun 29, 2022",Facebook,0,1027.7
"Jun 28, 2022",Discovery,2059.778771,649
"Jun 28, 2022",GDN Non-Smart Display,115.122366,179.7
"Jun 28, 2022",Search,1053.577057,2087.3
"Jun 28, 2022",Facebook,0,738.4
"Jun 28, 2022",App Install,5012.646399,0
"Jun 28, 2022",G Shopping,959.380689,2016.6
"Jun 28, 2022",YouTube,2084.52778,0
"Jun 28, 2022",Performance Max,147.465529,0
"Jun 27, 2022",Search,1090.260892,3754.5
"Jun 27, 2022",Discovery,1720.488938,0
"Jun 27, 2022",GDN Non-Smart Display,115.465872,259.7
"Jun 27, 2022",Facebook,0,244.8
"Jun 27, 2022",G Shopping,856.602246,1761.6
"Jun 27, 2022",YouTube,507.912227,0
"Jun 27, 2022",Performance Max,61.224838,0
"Jun 27, 2022",App Install,4760.202776,0
"Jun 26, 2022",GDN Non-Smart Display,161.230885,139.3
"Jun 26, 2022",Discovery,1312.293004,279.7
"Jun 26, 2022",Search,1228.317608,3260.1
"Jun 26, 2022",Facebook,0,688.9
"Jun 26, 2022",App Install,4866.692043,0
"Jun 26, 2022",Performance Max,85.156243,0
"Jun 26, 2022",YouTube,509.235185,0
"Jun 26, 2022",G Shopping,1080.246603,3615
"Jun 25, 2022",Search,1211.023768,1646.9
"Jun 25, 2022",GDN Non-Smart Display,57.788695,0
"Jun 25, 2022",Discovery,901.836147,79.9
"Jun 25, 2022",YouTube,505.789551,0
"Jun 25, 2022",G Shopping,1169.025617,723.7
"Jun 25, 2022",App Install,4226.968113,0
"Jun 25, 2022",Performance Max,83.768248,0
"Jun 25, 2022",Facebook,0,159.7
"Jun 24, 2022",Search,1236.244677,1532.8
"Jun 24, 2022",Discovery,1274.804814,0
"Jun 24, 2022",YouTube,506.021679,0
"Jun 24, 2022",GDN Non-Smart Display,77.825357,633.5
"Jun 24, 2022",G Shopping,1043.451808,1297.8
"Jun 24, 2022",App Install,4152.254077,0
"Jun 24, 2022",Performance Max,199.263866,0
"Jun 23, 2022",YouTube,802.133525,0
"Jun 23, 2022",Search,1280.570216,3669.8
"Jun 23, 2022",Discovery,1328.475103,0
"Jun 23, 2022",GDN Non-Smart Display,102.532617,269.3
"Jun 23, 2022",G Shopping,902.236985,444.3
"Jun 23, 2022",Performance Max,0.950687,0
"Jun 23, 2022",Facebook,0,399.5
"Jun 23, 2022",App Install,4089.422796,0
"Jun 22, 2022",Search,1188.975733,5096.2
"Jun 22, 2022",Discovery,1632.125619,389.7
"Jun 22, 2022",YouTube,485.468671,0
"Jun 22, 2022",GDN Non-Smart Display,112.579283,0
"Jun 22, 2022",App Install,4156.51291,0
"Jun 22, 2022",Facebook,0,314.5
"Jun 22, 2022",G Shopping,1062.516103,1178.5
"Jun 21, 2022",Search,1389.347814,2992.8
"Jun 21, 2022",GDN Non-Smart Display,278.336953,199.7
"Jun 21, 2022",YouTube,447.839915,0
"Jun 21, 2022",Discovery,1423.762112,768.5
"Jun 21, 2022",G Shopping,1001.535805,1677.5
"Jun 21, 2022",Facebook,0,249.5
"Jun 21, 2022",App Install,4272.970273,0
"Jun 20, 2022",Discovery,1370.090115,659.2
"Jun 20, 2022",Search,1385.01378,6872.4
"Jun 20, 2022",YouTube,399.233611,0
"Jun 20, 2022",GDN Non-Smart Display,899.958077,769
"Jun 20, 2022",Facebook,0,1373.2
"Jun 20, 2022",App Install,4165.945082,0
"Jun 20, 2022",G Shopping,685.069586,644
"Jun 19, 2022",YouTube,347.812205,119.8
"Jun 19, 2022",Search,1166.536785,2921
"Jun 19, 2022",Discovery,1090.751622,399.4
"Jun 19, 2022",GDN Non-Smart Display,1014.667456,99.9
"Jun 19, 2022",App Install,4177.735837,0
"Jun 19, 2022",Facebook,0,329.7
"Jun 19, 2022",G Shopping,574.346815,578.8
"Jun 18, 2022",Discovery,775.126738,0
"Jun 18, 2022",GDN Non-Smart Display,665.49161,464.4
"Jun 18, 2022",Search,1095.78888,1807
"Jun 18, 2022",App Install,4216.195826,0
"Jun 18, 2022",G Shopping,528.219989,1532.9
"Jun 18, 2022",YouTube,348.01294,0
"Jun 18, 2022",Facebook,0,499.7
"Jun 17, 2022",Search,791.860772,1337.8
"Jun 17, 2022",Discovery,1037.921887,0
"Jun 17, 2022",GDN Non-Smart Display,712.551454,154.8
"Jun 17, 2022",YouTube,349.875509,0
"Jun 17, 2022",G Shopping,742.683159,569
"Jun 17, 2022",App Install,4111.069204,0
"Jun 16, 2022",Search,953.426676,4224.8
"Jun 16, 2022",GDN Non-Smart Display,685.027731,0
"Jun 16, 2022",Discovery,1042.29783,339.5
"Jun 16, 2022",Facebook,0,683.8
"Jun 16, 2022",G Shopping,970.189051,1842.5
"Jun 16, 2022",YouTube,348.437161,0
"Jun 16, 2022",App Install,4058.33421,0
"Jun 15, 2022",GDN Non-Smart Display,374.835478,319.6
"Jun 15, 2022",Search,888.600603,1153.5
"Jun 15, 2022",Discovery,1184.198273,259.5
"Jun 15, 2022",YouTube,353.007486,0
"Jun 15, 2022",App Install,4251.037178,0
"Jun 15, 2022",G Shopping,285.349422,578.9
"Jun 14, 2022",Discovery,1201.101808,1132.8
"Jun 14, 2022",Search,858.520622,593.7
"Jun 14, 2022",GDN Non-Smart Display,444.586842,0
"Jun 14, 2022",YouTube,196.717868,0
"Jun 14, 2022",G Shopping,283.083873,569.2
"Jun 14, 2022",Facebook,0,749.2
"Jun 14, 2022",App Install,4410.505374,0
"Jun 13, 2022",Discovery,1270.561386,1362.7
"Jun 13, 2022",GDN Non-Smart Display,367.360138,144.6
"Jun 13, 2022",Search,1053.552946,2910.4
"Jun 13, 2022",YouTube,98.016165,0
"Jun 13, 2022",App Install,4276.121618,0
"Jun 13, 2022",G Shopping,220.899763,848.4
"Jun 12, 2022",Discovery,1126.087342,249.3
"Jun 12, 2022",GDN Non-Smart Display,635.130361,0
"Jun 12, 2022",Search,1016.138841,2820.2
"Jun 12, 2022",G Shopping,218.808005,2126.9
"Jun 12, 2022",App Install,4144.4562,0
"Jun 11, 2022",Discovery,949.989994,319.6
"Jun 11, 2022",Search,954.581581,3401.2
"Jun 11, 2022",GDN Non-Smart Display,532.277199,189.4
"Jun 11, 2022",App Install,4233.899119,0
"Jun 11, 2022",Facebook,0,654
"Jun 11, 2022",G Shopping,234.852566,1013
"Jun 10, 2022",GDN Non-Smart Display,604.854713,0
"Jun 10, 2022",Discovery,1209.40603,194.7
"Jun 10, 2022",Search,874.36414,1666.5
"Jun 10, 2022",G Shopping,182.978259,2866.1
"Jun 10, 2022",App Install,4297.741197,0
"Jun 10, 2022",Facebook,0,179.8
"Jun 9, 2022",Search,866.087434,2022.3
"Jun 9, 2022",GDN Non-Smart Display,779.603438,199.6
"Jun 9, 2022",Discovery,1036.491994,109.7
"Jun 9, 2022",G Shopping,202.876632,589.3
"Jun 9, 2022",App Install,4293.769434,0
"Jun 9, 2022",Facebook,0,239.6
"Jun 8, 2022",GDN Non-Smart Display,674.168824,359.1
"Jun 8, 2022",Search,868.458033,2675.4
"Jun 8, 2022",Discovery,1079.080263,0
"Jun 8, 2022",G Shopping,97.953031,1198.7
"Jun 8, 2022",Facebook,0,349.1
"Jun 8, 2022",App Install,4347.617431,0
"Jun 7, 2022",GDN Non-Smart Display,712.919841,674.1
"Jun 7, 2022",Discovery,974.918384,44.8
"Jun 7, 2022",Search,855.913462,1826.4
"Jun 7, 2022",App Install,4393.761127,0
"Jun 7, 2022",Facebook,0,519.1
"Jun 7, 2022",G Shopping,132.889659,439.2
"Jun 6, 2022",Search,867.789177,4183.4
"Jun 6, 2022",GDN Non-Smart Display,639.003999,539.1
"Jun 6, 2022",Discovery,633.318618,618.8
"Jun 6, 2022",App Install,4396.341015,0
"Jun 6, 2022",G Shopping,180.518871,1302.4
"Jun 5, 2022",Discovery,639.767154,159.7
"Jun 5, 2022",GDN Non-Smart Display,793.835712,0
"Jun 5, 2022",Search,933.969157,1867.9
"Jun 5, 2022",App Install,4181.461788,0
"Jun 5, 2022",G Shopping,200.213405,489.3
"Jun 4, 2022",Search,868.76028,1725.4
"Jun 4, 2022",Discovery,549.380111,0
"Jun 4, 2022",GDN Non-Smart Display,628.560553,0
"Jun 4, 2022",G Shopping,159.735712,1183.2
"Jun 4, 2022",Facebook,0,229.8
"Jun 4, 2022",App Install,4165.395724,0
"Jun 3, 2022",Discovery,764.181684,219.6
"Jun 3, 2022",Search,791.752878,2101.8
"Jun 3, 2022",GDN Non-Smart Display,625.33553,678.6
"Jun 3, 2022",Facebook,0,339.5
"Jun 3, 2022",App Install,4252.456776,0
"Jun 3, 2022",G Shopping,202.93659,179.8
"Jun 2, 2022",Search,785.242644,1157.9
"Jun 2, 2022",Discovery,946.833552,0
"Jun 2, 2022",App Install,4491.673255,0
"Jun 2, 2022",GDN Non-Smart Display,641.844599,0
"Jun 2, 2022",Facebook,0,618.9
"Jun 2, 2022",G Shopping,214.511276,524.1
"Jun 1, 2022",Discovery,970.703354,494.1
"Jun 1, 2022",Search,159.61528,1542
"Jun 1, 2022",GDN Non-Smart Display,615.716419,209.8
"Jun 1, 2022",App Install,4489.954644,0
"Jun 1, 2022",Facebook,0,419.3
"Jun 1, 2022",G Shopping,2.870956,509.3
"May 31, 2022",Discovery,948.796911,0
"May 31, 2022",Search,1837.689345,1952
"May 31, 2022",Facebook,0,2451.3
"May 31, 2022",GDN Non-Smart Display,431.323338,0
"May 31, 2022",Performance Max,48.69175,0
"May 31, 2022",App Install,4171.754289,0
"May 31, 2022",G Shopping,608.14451,963.7
"May 30, 2022",Discovery,1035.945595,159.8
"May 30, 2022",GDN Non-Smart Display,163.146566,0
"May 30, 2022",Search,1542.259771,3265.1
"May 30, 2022",Facebook,0,818.8
"May 30, 2022",G Shopping,542.060508,229.6
"May 30, 2022",App Install,4295.787043,0
"May 30, 2022",Performance Max,86.222669,0
"May 29, 2022",Search,1647.81615,2961.5
"May 29, 2022",GDN Non-Smart Display,147.02607,0
"May 29, 2022",Performance Max,56.460622,0
"May 29, 2022",Discovery,518.624171,0
"May 29, 2022",Facebook,0,569.3
"May 29, 2022",App Install,4295.188138,0
"May 29, 2022",G Shopping,766.80739,2830.6
"May 28, 2022",Search,1308.293718,2635.7
"May 28, 2022",GDN Non-Smart Display,204.356447,0
"May 28, 2022",Discovery,496.165086,0
"May 28, 2022",App Install,4220.93983,0
"May 28, 2022",Facebook,0,879.5
"May 28, 2022",Performance Max,92.594785,0
"May 28, 2022",G Shopping,678.518692,1452.6
"May 27, 2022",Discovery,584.338165,1258.9
"May 27, 2022",Search,1010.585932,4373.2
"May 27, 2022",GDN Non-Smart Display,244.672585,0
"May 27, 2022",Facebook,0,913.7
"May 27, 2022",Performance Max,62.994028,0
"May 27, 2022",App Install,4151.612449,0
"May 27, 2022",G Shopping,593.186489,1278.3
"May 26, 2022",Search,1114.65,5627.1
"May 26, 2022",Discovery,633.043486,0
"May 26, 2022",Performance Max,59.294699,0
"May 26, 2022",GDN Non-Smart Display,260.468156,0
"May 26, 2022",Facebook,0,159.8
"May 26, 2022",G Shopping,643.948369,389.6
"May 26, 2022",App Install,4167.228428,0
"May 25, 2022",Facebook,0,239.7
"May 25, 2022",Discovery,994.276556,359.1
"May 25, 2022",GDN Non-Smart Display,228.468475,99.6
"May 25, 2022",Search,24.15,1931.2
"May 25, 2022",G Shopping,569.647721,1517.2
"May 25, 2022",Performance Max,76.31831,0
"May 25, 2022",App Install,4147.204076,0
"May 25, 2022",YouTube,0,159.6
"May 24, 2022",Discovery,1078.797022,679.1
"May 24, 2022",GDN Non-Smart Display,394.81056,267.6
"May 24, 2022",Search,173.532288,933.4
"May 24, 2022",App Install,4254.734652,0
"May 24, 2022",G Shopping,615.487475,1586.6
"May 24, 2022",Performance Max,93.225518,0
"May 24, 2022",Facebook,0,504.1
"May 23, 2022",Performance Max,131.681892,0
"May 23, 2022",Search,909.991697,2550.2
"May 23, 2022",GDN Non-Smart Display,538.734564,0
"May 23, 2022",Discovery,877.051319,0
"May 23, 2022",G Shopping,1021.875345,1677.1
"May 23, 2022",Facebook,0,618.9
"May 23, 2022",App Install,4126.483731,0
"May 22, 2022",GDN Non-Smart Display,878.571032,759.1
"May 22, 2022",Discovery,648.177217,0
"May 22, 2022",Search,1145.080677,4326.1
"May 22, 2022",G Shopping,868.553774,1357.6
"May 22, 2022",Performance Max,65.575508,0
"May 22, 2022",Facebook,0,99.9
"May 22, 2022",App Install,4301.083856,0
"May 21, 2022",Performance Max,210.47881,0
"May 21, 2022",Discovery,525.58079,159.8
"May 21, 2022",Search,1035.492445,2621.7
"May 21, 2022",GDN Non-Smart Display,816.779761,0
"May 21, 2022",Facebook,0,119.8
"May 21, 2022",G Shopping,522.159429,754
"May 21, 2022",App Install,4110.318311,0
"May 20, 2022",Search,1149.656297,2597.6
"May 20, 2022",App Install,4048.91147,0
"May 20, 2022",GDN Non-Smart Display,766.382933,0
"May 20, 2022",Discovery,707.545855,484.3
"May 20, 2022",G Shopping,619.888044,419.4
"May 20, 2022",Performance Max,111.400547,159.8
"May 19, 2022",Search,1200.462393,1602.5
"May 19, 2022",GDN Non-Smart Display,389.569724,0
"May 19, 2022",Discovery,763.171311,0
"May 19, 2022",Facebook,0,878.5
"May 19, 2022",App Install,4148.260637,0
"May 19, 2022",Performance Max,156.233452,0
"May 19, 2022",G Shopping,490.949299,1779.9
"May 18, 2022",GDN Non-Smart Display,517.672507,159.8
"May 18, 2022",Search,1105.254272,768.6
"May 18, 2022",Discovery,650.965018,229.8
"May 18, 2022",Facebook,0,199.7
"May 18, 2022",Performance Max,84.508049,0
"May 18, 2022",App Install,4189.28343,0
"May 18, 2022",G Shopping,626.8262,1472.9
"May 17, 2022",Search,1323.784572,4952
"May 17, 2022",Discovery,569.237192,199.8
"May 17, 2022",GDN Non-Smart Display,498.372214,909.2
"May 17, 2022",Facebook,0,838.1
"May 17, 2022",Performance Max,117.861838,0
"May 17, 2022",App Install,4131.333744,0
"May 17, 2022",G Shopping,732.724017,818.1
"May 16, 2022",GDN Non-Smart Display,491.866041,589.3
"May 16, 2022",Search,1321.981065,3415.6
"May 16, 2022",G Shopping,573.609472,3343
"May 16, 2022",Facebook,0,204.5
"May 16, 2022",Discovery,417.054927,259.6
"May 16, 2022",App Install,4314.933639,0
"May 16, 2022",Performance Max,45.133049,0
"May 15, 2022",Search,1008.959442,4721.6
"May 15, 2022",Facebook,0,2341.4
"May 15, 2022",GDN Non-Smart Display,801.818208,589.2
"May 15, 2022",App Install,4228.24486,0
"May 15, 2022",Discovery,532.729546,0
"May 15, 2022",Performance Max,75.853126,0
"May 15, 2022",G Shopping,870.516599,943.4
"May 14, 2022",Discovery,621.006825,0
"May 14, 2022",Search,860.932849,3104.5
"May 14, 2022",GDN Non-Smart Display,586.752655,0
"May 14, 2022",G Shopping,651.176771,1482.9
"May 14, 2022",Facebook,0,1287.9
"May 14, 2022",Performance Max,100.119638,0
"May 14, 2022",App Install,4070.887047,0
"May 13, 2022",GDN Non-Smart Display,645.14292,1458.9
"May 13, 2022",Search,769.105209,3620.6
"May 13, 2022",Discovery,734.339306,159.5
"May 13, 2022",G Shopping,158.359085,1028.4
"May 13, 2022",Performance Max,191.659178,159.8
"May 13, 2022",Facebook,0,219.5
"May 13, 2022",App Install,4200.992357,0
"May 12, 2022",Discovery,689.819918,199.8
"May 12, 2022",Search,719.010116,1612.1
"May 12, 2022",Performance Max,83.109173,0
"May 12, 2022",Facebook,0,519.1
"May 12, 2022",GDN Non-Smart Display,750.042409,0
"May 12, 2022",G Shopping,617.282389,1705.7
"May 12, 2022",App Install,4173.746075,0
"May 11, 2022",Search,641.182502,5717.9
"May 11, 2022",Discovery,847.533014,0
"May 11, 2022",GDN Non-Smart Display,827.538761,3122.8
"May 11, 2022",Facebook,0,179.7
"May 11, 2022",G Shopping,597.134648,908.2
"May 11, 2022",Performance Max,150.272814,0
"May 11, 2022",App Install,4352.125347,0
"May 10, 2022",Performance Max,127.022814,0
"May 10, 2022",Search,613.831254,4375.8
"May 10, 2022",GDN Non-Smart Display,457.868559,0
"May 10, 2022",Discovery,836.984776,0
"May 10, 2022",Facebook,0,1852.6
"May 10, 2022",G Shopping,611.609501,2770.9
"May 10, 2022",App Install,4069.563814,0
"May 9, 2022",Search,831.896449,8719.3
"May 9, 2022",G Shopping,640.188224,1622.7
"May 9, 2022",GDN Non-Smart Display,450.367909,633.7
"May 9, 2022",Facebook,0,1452.4
"May 9, 2022",Discovery,747.897489,209.8
"May 9, 2022",App Install,4107.103144,0
"May 9, 2022",Performance Max,151.776639,0
"May 8, 2022",Search,961.996426,6494.6
"May 8, 2022",GDN Non-Smart Display,328.78561,0
"May 8, 2022",Discovery,685.810926,0
"May 8, 2022",Performance Max,159.050001,0
"May 8, 2022",Facebook,0,649.3
"May 8, 2022",App Install,4134.993886,0
"May 8, 2022",G Shopping,654.677248,1612.7
"May 8, 2022",YouTube,256.348489,0
"May 7, 2022",Search,1036.845156,6101
"May 7, 2022",Discovery,683.811587,0
"May 7, 2022",Facebook,0,1262.8
"May 7, 2022",Performance Max,111.324119,0
"May 7, 2022",GDN Non-Smart Display,336.182423,179.7
"May 7, 2022",App Install,4117.938863,0
"May 7, 2022",YouTube,254.314725,0
"May 7, 2022",G Shopping,525.754021,1572.9
"May 6, 2022",Discovery,837.8668,139.8
"May 6, 2022",Search,1077.163453,11436.4
"May 6, 2022",GDN Non-Smart Display,401.869108,159.6
"May 6, 2022",YouTube,262.960085,0
"May 6, 2022",Facebook,0,1627.8
"May 6, 2022",G Shopping,639.040434,1268.1
"May 6, 2022",App Install,4098.910089,0
"May 6, 2022",Performance Max,133.215773,0
"May 5, 2022",Search,1006.760363,9579.5
"May 5, 2022",GDN Non-Smart Display,585.273068,0
"May 5, 2022",Discovery,934.72414,159.8
"May 5, 2022",Performance Max,431.370987,0
"May 5, 2022",YouTube,260.335215,0
"May 5, 2022",Facebook,0,1158.2
"May 5, 2022",G Shopping,598.218504,2146.7
"May 5, 2022",App Install,4109.442019,0
"May 4, 2022",Search,936.291422,7547.6
"May 4, 2022",Discovery,726.850979,159.7
"May 4, 2022",Performance Max,292.415894,847.7
"May 4, 2022",Facebook,0,2390.8
"May 4, 2022",App Install,5464.876721,0
"May 4, 2022",GDN Non-Smart Display,531.175484,0
"May 4, 2022",YouTube,279.885256,0
"May 4, 2022",G Shopping,608.014187,699.2
"May 3, 2022",Search,767.816432,9911.4
"May 3, 2022",Facebook,0,913.3
"May 3, 2022",YouTube,260.944172,0
"May 3, 2022",Discovery,670.934,0
"May 3, 2022",GDN Non-Smart Display,75.127545,204.4
"May 3, 2022",Performance Max,163.871224,0
"May 3, 2022",App Install,3940.276923,0
"May 3, 2022",G Shopping,733.756757,1492.9
"May 2, 2022",Discovery,576.738611,0
"May 2, 2022",Search,669.893185,8150.1
"May 2, 2022",Facebook,0,1112.9
"May 2, 2022",YouTube,283.751568,0
"May 2, 2022",G Shopping,497.394654,858.2
"May 2, 2022",App Install,2562.946971,0
"May 2, 2022",Performance Max,33.74149,0
"May 1, 2022",Discovery,308.557585,519.2
"May 1, 2022",Search,758.583243,8133.5
"May 1, 2022",YouTube,1054.553742,0
"May 1, 2022",App Install,4051.523206,0
"May 1, 2022",G Shopping,581.988413,808
"Apr 30, 2022",GDN Non-Smart Display,50.85149,0
"Apr 30, 2022",Search,917.524817,12512
"Apr 30, 2022",Discovery,553.574466,179.8
"Apr 30, 2022",Facebook,0,1498
"Apr 30, 2022",YouTube,1134.218907,0
"Apr 30, 2022",App Install,4179.072045,0
"Apr 30, 2022",Performance Max,272.242794,0
"Apr 30, 2022",G Shopping,765.40287,1130.7
"Apr 29, 2022",Facebook,0,1382.5
"Apr 29, 2022",Search,880.109746,12899.7
"Apr 29, 2022",Discovery,601.532399,0
"Apr 29, 2022",YouTube,1195.130878,0
"Apr 29, 2022",Performance Max,362.121394,0
"Apr 29, 2022",G Shopping,839.040449,379.4
"Apr 29, 2022",App Install,3993.61629,0
"Apr 29, 2022",GDN Non-Smart Display,48.623805,693.9
"Apr 28, 2022",Search,978.221927,9714.2
"Apr 28, 2022",App Install,4614.588486,0
"Apr 28, 2022",Discovery,887.218015,159.8
"Apr 28, 2022",YouTube,1379.879097,0
"Apr 28, 2022",GDN Non-Smart Display,72.71651,699.3
"Apr 28, 2022",Performance Max,380.621026,0
"Apr 28, 2022",Facebook,0,663.6
"Apr 28, 2022",G Shopping,748.342496,2341.1
"Apr 27, 2022",YouTube,1329.942101,0
"Apr 27, 2022",Performance Max,305.370402,0
"Apr 27, 2022",Discovery,704.257643,229.5
"Apr 27, 2022",Facebook,0,2970.1
"Apr 27, 2022",Search,927.2558,9160.9
"Apr 27, 2022",G Shopping,695.174053,1907.7
"Apr 27, 2022",GDN Non-Smart Display,59.340787,0
"Apr 27, 2022",App Install,4639.569172,0
"Apr 26, 2022",GDN Non-Smart Display,54.547539,0
"Apr 26, 2022",Discovery,773.24702,199.6
"Apr 26, 2022",Search,1002.645616,16403.5
"Apr 26, 2022",YouTube,1451.672895,0
"Apr 26, 2022",G Shopping,681.345605,2103.6
"Apr 26, 2022",Facebook,0,1956.9
"Apr 26, 2022",Performance Max,444.263704,0
"Apr 26, 2022",App Install,4193.497357,0
"Apr 25, 2022",Search,1010.01997,24605.9
"Apr 25, 2022",App Install,4673.955256,0
"Apr 25, 2022",Discovery,927.201692,99.8
"Apr 25, 2022",YouTube,1215.0257,409.3
"Apr 25, 2022",GDN Non-Smart Display,79.55654,404.4
"Apr 25, 2022",Facebook,0,648.9
"Apr 25, 2022",Performance Max,465.231046,0
"Apr 25, 2022",G Shopping,772.932244,2156
"Apr 24, 2022",Search,1096.452823,13181.9
"Apr 24, 2022",G Shopping,788.551691,2861.4
"Apr 24, 2022",Discovery,1081.632106,0
"Apr 24, 2022",GDN Non-Smart Display,142.316939,159.8
"Apr 24, 2022",YouTube,1342.836894,0
"Apr 24, 2022",Performance Max,456.696781,0
"Apr 24, 2022",Facebook,0,399.1
"Apr 24, 2022",App Install,4730.728975,0
"Apr 23, 2022",YouTube,1418.014787,0
"Apr 23, 2022",G Shopping,810.859807,704.1
"Apr 23, 2022",GDN Non-Smart Display,198.246555,144.8
"Apr 23, 2022",Search,1028.920318,12062.8
"Apr 23, 2022",App Install,4970.269009,0
"Apr 23, 2022",Facebook,0,1003.3
"Apr 23, 2022",Discovery,828.785444,0
"Apr 23, 2022",Performance Max,279.300783,189.5
"Apr 22, 2022",YouTube,1485.222628,0
"Apr 22, 2022",Discovery,560.741578,184.7
"Apr 22, 2022",Search,858.286274,17810.5
"Apr 22, 2022",App Install,3989.113727,0
"Apr 22, 2022",Performance Max,436.59483,0
"Apr 22, 2022",G Shopping,821.381672,1857.8
"Apr 22, 2022",Facebook,0,149.9
"Apr 22, 2022",GDN Non-Smart Display,39.486516,1928.7
"Apr 21, 2022",Discovery,398.656573,579.3
"Apr 21, 2022",YouTube,1385.40528,0
"Apr 21, 2022",Search,1067.26737,12465.9
"Apr 21, 2022",Performance Max,385.412201,0
